,title,authors,isbn,publisher,categories,thumbnail
129,The Natural,Bernard Malamud/Kevin Baker,0374502005,Farrar Straus Giroux,Fiction,http://books.google.com/books/content?id=wCWhegoGUxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
130,The Plot Against America,Philip Roth,1400079497,Vintage International,Fiction,http://books.google.com/books/content?id=P-Cd6B0BG8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
131,Naked Pictures of Famous People,Jon   Stewart,0688171621,Dey Street Books,Humor,http://books.google.com/books/content?id=Y3mpejO-RDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
132,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,0060932686,Harper Perennial Modern Classics,Fiction,http://books.google.com/books/content?id=DksnCgBzb3oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
133,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,0618710531,Mariner Books,Sports & Recreation,http://books.google.com/books/content?id=ncQZnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
134,Cryptonomicon,Neal Stephenson,0060512806,Avon,Fiction,http://books.google.com/books/content?id=qYAmfUBPN-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
135,The Confusion (The Baroque Cycle  #2),Neal Stephenson,0060733357,William Morrow Paperbacks,Fiction,http://books.google.com/books/content?id=NJbllgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
136,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,0060593083,HarperCollins Perennial,Fiction,http://books.google.com/books/content?id=Qf1AlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
137,The Cobweb,Neal Stephenson/J. Frederick George,0553383442,Spectra Books,Fiction,http://books.google.com/books/content?id=WvnNmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
138,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,0553380966,Spectra,Fiction,http://books.google.com/books/content?id=LIWY6afN5kQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
139,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,0553383434,Spectra,Fiction,http://books.google.com/books/content?id=zdto5-jmGe0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
140,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,0060833181,HarperTorch,Fiction,http://books.google.com/books/content?id=XLm5PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
141,Snow Crash,Neal Stephenson/Guy Abadia,0553380958,Bantam Books,Fiction,http://books.google.com/books/content?id=mqpvVydYo-8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
142,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,1880685353,Two Plus Two Publishing LLC,Games & Activities,http://books.google.com/books/content?id=u8y_9XdJaEMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
143,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,0898709199,Ignatius Press,Biography & Autobiography,http://books.google.com/books/content?id=jRMNOAXkzJ8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
144,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,0060887966,HarperOne,Fiction,http://books.google.com/books/content?id=h6QuJZffgHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
145,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,142150460X,VIZ Media LLC,Comics & Graphic Novels,http://books.google.com/books/content?id=syuslnDB9OMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
146,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,006019250X,HarperCollins Publishers,Fiction,http://books.google.com/books/content?id=1YX2usKBAMIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
147,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,0060554738,It Books,Biography & Autobiography,http://books.google.com/books/content?id=ibpvw3wALXcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
148,Love As A Foreign Language #5,J. Torres/Eric  Kim,1932664394,Oni Press,Comics & Graphic Novels,http://books.google.com/books/content?id=V1Fex6gnO_oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
149,Jungle Love,Margaret Johnson/Philip Prowse,0521750849,Cambridge University Press,Foreign Language Study,http://books.google.com/books/content?id=vIbr41ZwJVsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
150,The Da Vinci Code (Robert Langdon  #2),Dan Brown,0307277674,Anchor,Art museum curators,http://books.google.com/books/content?id=hPbKKnD7qosC&printsec=frontcover&img=1&zoom=1&source=gbs_api
151,Deception Point,Dan Brown,1416524800,Pocket Books,Fiction,http://books.google.com/books/content?id=BjFZ0UQOUCgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
152,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,078601606X,Pinnacle,Fiction,http://books.google.com/books/content?id=c_276CjPmcUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
153,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,0671015206,Gallery Books,Biography & Autobiography,http://books.google.com/books/content?id=ldpaww5kkmoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
154,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,1585424331,Tarcherperigee,Business & Economics,http://books.google.com/books/content?id=HO-cnF0abjgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
155,Think and Grow Rich,Napoleon Hill,1932429239,High Roads Media,Business & Economics,http://books.google.com/books/content?id=wjgNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
156,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,0977616657,Pragmatic Bookshelf,Computers,http://books.google.com/books/content?id=wKFQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
157,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,1563410907,Firebrand Books,Biography & Autobiography,http://books.google.com/books/content?id=rBDaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
158,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,0345479173,Ballantine Books,Biography & Autobiography,http://books.google.com/books/content?id=5ENr62-n4cQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
159,Shibumi,Trevanian/Gisela Stege,1400098033,Broadway Books,Fiction,http://books.google.com/books/content?id=CQK24flPB1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
160,1776,David McCullough,0743226720,Simon  Schuster,Biography & Autobiography,http://books.google.com/books/content?id=R1Jk-A4R5AYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
161,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,0226014908,University of Chicago Press,History,http://books.google.com/books/content?id=FKiKeqOhSpwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
162,The Good Earth (House of Earth  #1),Pearl S. Buck,1416500189,Howard Publishing Co,Fiction,http://books.google.com/books/content?id=YshbngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
163,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,0972018417,High Point Media,Health & Fitness,http://books.google.com/books/content?id=rzqENbD0IUgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
164,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,0471743674,John Wiley & Sons,Biography & Autobiography,http://books.google.com/books/content?id=54idNZfWyl0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
165,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,0471430455,Wiley,Business & Economics,http://books.google.com/books/content?id=uKOPrA4Ib9kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
166,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,0805431578,B Books,Religion,http://books.google.com/books/content?id=oIoMlTqoxscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,0679838864,Random House Books for Young Readers,Juvenile Fiction,http://books.google.com/books/content?id=LRK1ms8iJDkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
168,Monkey Business,Sarah Mlynowski,0373250711,Red Dress Ink,Fiction,http://books.google.com/books/content?id=DRmjtoExmJAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
169,Liar's Poker,Michael   Lewis,0140143459,Penguin Books,Biography & Autobiography,http://books.google.com/books/content?id=eboqx4Fm0zkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
170,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,030723827X,Clarkson Potter,Cooking,http://books.google.com/books/content?id=lfRvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
171,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,1400052580,Clarkson Potter,Cooking,http://books.google.com/books/content?id=OVscTbz-Bq4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
172,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,0307346587,Clarkson Potter,Cooking,http://books.google.com/books/content?id=oMiU2rsyyWYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
173,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,1400052386,Clarkson Potter,Cooking,http://books.google.com/books/content?id=cGxOHgpsgX8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
174,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,1400052378,Clarkson Potter Publishers,Cooking,http://books.google.com/books/content?id=nF2PcyCJb0UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
175,The Last Assassin (John Rain  #5),Barry Eisler,0399153594,Putnam Publishing Group,Fiction,http://books.google.com/books/content?id=53xGPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
176,Shadows and Wind: A View of Modern Vietnam,Robert Templer,0140285970,Penguin Books,History,http://books.google.com/books/content?id=CFiaQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
177,A Million Little Pieces,James Frey,0307276902,Anchor Books,Biography & Autobiography,http://books.google.com/books/content?id=MwNuYMr-3JsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
178,A Million Little Pieces of Feces,Python Bonkers,1411677315,Lulu.com,Fiction,http://books.google.com/books/content?id=gkdqQv-aFnAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
179,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,0787968331,Jossey-Bass,Business & Economics,http://books.google.com/books/content?id=a7BztgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
180,Leadership in Organizations,Gary Yukl,0131494848,Prentice Hall,Business & Economics,http://books.google.com/books/content?id=WHyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
181,Men Are from Mars  Women Are from Venus,John Gray,0060574216,Harper Paperbacks,Family & Relationships,http://books.google.com/books/content?id=MUw_dAtcRjEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
182,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,0060192771,Harper,Family & Relationships,http://books.google.com/books/content?id=kd6YGT74stsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
183,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,0393324818,W. W. Norton  Company,Business & Economics,http://books.google.com/books/content?id=3DnUCWSnci0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
184,Juiced Official Strategy Guide,Doug Walsh,0744005612,BradyGames,Games,http://books.google.com/books/content?id=eJ8f6s21-BMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
185,Gates of Fire,Steven Pressfield,055338368X,Bantam,Fiction,http://books.google.com/books/content?id=wdKJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
186,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,0553295411,Spectra Books,Fiction,http://books.google.com/books/content?id=xqVXsEaWaJMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
187,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,0812590104,Tor Classics,Fiction,http://books.google.com/books/content?id=rsgcHVre3bgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
188,Tides of War,Steven Pressfield,0553381393,Bantam,Fiction,http://books.google.com/books/content?id=EY1EDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
189,Last of the Amazons,Steven Pressfield,0553382047,Bantam,Fiction,http://books.google.com/books/content?id=AflvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
190,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,0446691437,Warner Books,Self-Help,http://books.google.com/books/content?id=7y6WvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
191,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,0140442758,Penguin Classics,Philosophy,http://books.google.com/books/content?id=fNHF-hAPJdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
192,Phaedrus,Plato/Robin Waterfield,0192802771,Oxford University Press  USA,Philosophy,http://books.google.com/books/content?id=v3z96duGrWUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
193,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,0872207889,Hackett Publishing Company  Inc.,Philosophy,http://books.google.com/books/content?id=ToP5nQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
194,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,0801435307,Cornell University Press,Philosophy,http://books.google.com/books/content?id=vBmKQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
195,Statesman,Plato/C.J. Rowe,0872204626,Hackett Publishing Company  Inc.,Philosophy,http://books.google.com/books/content?id=wCopKxb7pv0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
196,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,0140449086,Penguin Books,History,http://books.google.com/books/content?id=x-gAoTSj8qkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
197,The Odyssey,Homer/Richmond Lattimore,0060931957,Harper Perennial,Fiction,http://books.google.com/books/content?id=kNbrSH8Lbz8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
198,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,086516584X,Bolchazy-Carducci Publishers,Literary Collections,http://books.google.com/books/content?id=mfGycd-8lx0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
199,City Eclogue,Ed Roberson,1891190237,Atelos Press,Social Science,http://books.google.com/books/content?id=IGaxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
200,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,0192837680,Oxford University Press,Agriculture,http://books.google.com/books/content?id=cbVpH9EbtcoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
201,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,155832125X,Harvard Common Press,Cooking,http://books.google.com/books/content?id=5bri6MkeZuYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
202,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,0141000589,Viking,Drama,http://books.google.com/books/content?id=qOVvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
203,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,0521618746,Cambridge University Press,Juvenile Nonfiction,http://books.google.com/books/content?id=5m2UPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
204,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,1557831572,Applause Books,Drama,http://books.google.com/books/content?id=j9yF5S7lkzMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
205,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,006251279X,HarperOne,Fiction,http://books.google.com/books/content?id=atdJcAL3MBQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
206,The Valkyries,Paulo Coelho/Alan R. Clarke,0062513346,HarperOne,Fiction,http://books.google.com/books/content?id=jMT_h99Z_lUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
207,Warrior of the Light,Paulo Coelho,0060527986,HarperOne,Fiction,http://books.google.com/books/content?id=yH0zlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
208,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,0061122092,HarperOne,Fiction,http://books.google.com/books/content?id=9AHalgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
209,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,0060930136,HarperOne,Fiction,http://books.google.com/books/content?id=HKq_H_z2XsYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
210,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,0061124265,Harper Perennial,Fiction,http://books.google.com/books/content?id=dlgK3OfbiIEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
211,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,0764586033,Cliffs Notes,Literary Criticism,http://books.google.com/books/content?id=l5XPTQhr488C&printsec=frontcover&img=1&zoom=1&source=gbs_api
212,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,0764585681,Cliffs Notes,Drama,http://books.google.com/books/content?id=CHTDf_lTUSwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
213,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,0879232153,Nonpareil Books,Philosophy,http://books.google.com/books/content?id=ql7ATHGee50C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
